Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
12:48:45;-2.0;1659322127;99.178;99.142;98.086;98.471;
12:48:46;-1.0;1659322128;99.169;99.133;98.072;98.454;
12:48:47;0.0;1659322129;99.19;99.111;98.068;98.46;
12:48:49;2.0;1659322130;99.225;99.121;98.01;98.446;
12:48:50;3.0;1659322131;99.231;99.105;97.973;98.438;
12:48:51;4.0;1659322132;99.202;99.087;98.003;98.423;
12:48:52;5.0;1659322133;99.207;99.041;98.026;98.385;
12:48:53;6.0;1659322134;99.19;99.007;98.027;98.359;
12:48:54;7.0;1659322135;99.235;99.008;98.038;98.306;
12:48:55;8.0;1659322137;99.17;99.014;98.017;98.247;
12:48:57;10.0;1659322138;99.167;99.03;98.039;98.209;
12:48:58;11.0;1659322139;99.147;98.99;97.963;98.198;
12:48:59;12.0;1659322140;99.153;98.938;97.922;98.16;
12:49:00;13.0;1659322141;99.132;98.901;97.926;98.143;
12:49:01;14.0;1659322142;99.115;98.898;97.895;98.117;
12:49:02;15.0;1659322143;99.142;98.911;97.92;98.096;
12:49:03;16.0;1659322145;99.131;98.896;97.846;98.052;
12:49:05;18.0;1659322146;99.104;98.865;97.812;98.008;
12:49:06;19.0;1659322147;99.078;98.801;97.772;98.015;
12:49:07;20.0;1659322148;99.061;98.795;97.669;98.032;
12:49:08;21.0;1659322149;99.061;98.789;97.67;97.943;
12:49:09;22.0;1659322150;99.059;98.765;97.595;97.933;
12:49:10;23.0;1659322152;99.05;98.701;97.618;97.838;
12:49:11;24.0;1659322153;99.012;98.665;97.613;97.866;
12:49:13;26.0;1659322154;98.986;98.68;97.57;97.777;
12:49:14;27.0;1659322155;98.992;98.681;97.565;97.796;
12:49:15;28.0;1659322156;99.004;98.65;97.511;97.779;
12:49:16;29.0;1659322157;98.987;98.614;97.514;97.791;
12:49:17;30.0;1659322158;98.975;98.586;97.426;97.765;
12:49:18;31.0;1659322160;98.97;98.568;97.381;97.714;
12:49:19;32.0;1659322161;98.961;98.568;97.346;97.67;
12:49:20;33.0;1659322162;98.903;98.55;97.357;97.629;
12:49:22;35.0;1659322163;98.874;98.514;97.324;97.627;
12:49:23;36.0;1659322164;98.854;98.493;97.25;97.63;
12:49:24;37.0;1659322165;98.857;98.515;97.195;97.629;
12:49:25;38.0;1659322166;98.819;98.537;97.138;97.603;
12:49:26;39.0;1659322167;98.77;98.518;97.142;97.554;
12:49:27;40.0;1659322169;98.771;98.488;97.098;97.532;
