Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
12:20:24;-2.0;1659320426;99.446;99.05;98.302;98.771;
12:20:25;-1.0;1659320427;99.413;99.072;98.282;98.778;
12:20:26;0.0;1659320428;99.383;99.072;98.351;98.814;
12:20:28;2.0;1659320429;99.384;99.02;98.26;98.803;
12:20:29;3.0;1659320430;99.375;99.008;98.31;98.782;
12:20:30;4.0;1659320431;99.379;98.989;98.239;98.765;
12:20:31;5.0;1659320432;99.379;99.005;98.281;98.739;
12:20:32;6.0;1659320433;99.377;99.017;98.201;98.731;
12:20:33;7.0;1659320434;99.351;99.008;98.188;98.685;
12:20:34;8.0;1659320435;99.354;98.987;98.138;98.635;
12:20:35;9.0;1659320437;99.324;98.959;98.146;98.587;
12:20:37;11.0;1659320438;99.345;98.941;98.143;98.558;
12:20:38;12.0;1659320439;99.325;98.948;98.16;98.601;
12:20:39;13.0;1659320440;99.346;98.92;98.119;98.6;
12:20:40;14.0;1659320441;99.283;98.908;98.055;98.583;
12:20:41;15.0;1659320442;99.301;98.859;97.939;98.527;
12:20:42;16.0;1659320444;99.257;98.85;97.871;98.468;
12:20:43;17.0;1659320445;99.281;98.814;97.853;98.451;
12:20:45;19.0;1659320446;99.267;98.771;97.894;98.458;
12:20:46;20.0;1659320447;99.273;98.744;97.904;98.417;
12:20:47;21.0;1659320448;99.271;98.717;97.865;98.385;
12:20:48;22.0;1659320449;99.238;98.72;97.781;98.278;
12:20:49;23.0;1659320451;99.23;98.705;97.735;98.304;
12:20:50;24.0;1659320452;99.195;98.681;97.669;98.254;
12:20:51;25.0;1659320453;99.234;98.639;97.677;98.261;
12:20:53;27.0;1659320454;99.216;98.6;97.647;98.163;
12:20:54;28.0;1659320455;99.193;98.56;97.631;98.146;
12:20:55;29.0;1659320456;99.149;98.518;97.526;98.1;
12:20:56;30.0;1659320457;99.149;98.481;97.46;98.077;
12:20:57;31.0;1659320458;99.174;98.46;97.39;98.031;
12:20:58;32.0;1659320460;99.174;98.466;97.345;97.967;
12:21:00;34.0;1659320461;99.116;98.436;97.289;97.962;
12:21:01;35.0;1659320462;99.072;98.391;97.245;97.876;
12:21:02;36.0;1659320463;99.029;98.327;97.229;97.841;
12:21:03;37.0;1659320465;99.079;98.276;97.212;97.773;
12:21:04;38.0;1659320466;99.1;98.267;97.196;97.75;
12:21:05;39.0;1659320467;99.083;98.267;97.163;97.704;
12:21:07;41.0;1659320468;98.995;98.252;97.092;97.678;
12:21:08;42.0;1659320469;98.987;98.216;97.052;97.664;
12:21:09;43.0;1659320470;98.941;98.168;97.012;97.635;
12:21:10;44.0;1659320471;98.976;98.141;96.991;97.589;
12:21:11;45.0;1659320472;98.927;98.116;96.937;97.574;
12:21:12;46.0;1659320473;98.96;98.089;96.875;97.587;
12:21:13;47.0;1659320475;98.907;98.038;96.835;97.602;
12:21:15;49.0;1659320476;98.869;98.011;96.778;97.555;
12:21:16;50.0;1659320477;98.825;98.009;96.75;97.517;
12:21:17;51.0;1659320478;98.828;98.027;96.687;97.452;
12:21:18;52.0;1659320479;98.834;98.003;96.651;97.449;
12:21:19;53.0;1659320480;98.809;97.936;96.661;97.431;
12:21:20;54.0;1659320482;98.789;97.894;96.559;97.382;
12:21:21;55.0;1659320483;98.786;97.84;96.519;97.306;
12:21:23;57.0;1659320484;98.752;97.835;96.409;97.231;
12:21:24;58.0;1659320485;98.706;97.799;96.475;97.222;
12:21:25;59.0;1659320486;98.653;97.775;96.464;97.217;
12:21:26;60.0;1659320487;98.61;97.718;96.406;97.235;
12:21:27;61.0;1659320489;98.601;97.67;96.301;97.219;
12:21:29;63.0;1659320490;98.616;97.636;96.182;97.184;
12:21:30;64.0;1659320491;98.619;97.624;96.173;97.114;
12:21:31;65.0;1659320492;98.64;97.604;96.18;97.097;
12:21:32;66.0;1659320493;98.596;97.571;96.19;97.092;
12:21:33;67.0;1659320494;98.625;97.523;96.14;97.085;
12:21:34;68.0;1659320496;98.573;97.487;96.076;97.009;
12:21:35;69.0;1659320497;98.585;97.454;96.045;96.974;
12:21:37;71.0;1659320498;98.547;97.415;95.955;96.924;
12:21:38;72.0;1659320499;98.53;97.362;95.896;96.963;
12:21:39;73.0;1659320500;98.464;97.308;95.801;96.94;
12:21:40;74.0;1659320501;98.476;97.284;95.804;96.917;
12:21:41;75.0;1659320503;98.467;97.276;95.798;96.841;
12:21:42;76.0;1659320504;98.503;97.265;95.788;96.759;
12:21:43;77.0;1659320505;98.456;97.208;95.739;96.701;
12:21:45;79.0;1659320506;98.468;97.172;95.653;96.637;
12:21:46;80.0;1659320507;98.422;97.136;95.574;96.611;
12:21:47;81.0;1659320508;98.391;97.127;95.476;96.597;
12:21:48;82.0;1659320509;98.319;97.11;95.435;96.59;
12:21:49;83.0;1659320510;98.299;97.095;95.438;96.567;
12:21:50;84.0;1659320511;98.32;97.069;95.42;96.533;
