Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
13:17:05;-2.0;1659323827;99.369;99.189;98.361;98.685;
13:17:06;-1.0;1659323827;99.39;99.189;98.373;98.663;
13:17:07;0.0;1659323828;99.369;99.186;98.282;98.594;
13:17:08;1.0;1659323829;99.354;99.186;98.217;98.577;
13:17:09;2.0;1659323830;99.342;99.159;98.185;98.518;
13:17:10;3.0;1659323832;99.339;99.156;98.182;98.55;
13:17:12;5.0;1659323833;99.36;99.181;98.179;98.476;
13:17:13;6.0;1659323834;99.349;99.193;98.192;98.481;
13:17:14;7.0;1659323835;99.381;99.196;98.197;98.44;
13:17:15;8.0;1659323836;99.376;99.178;98.197;98.413;
13:17:16;9.0;1659323837;99.405;99.209;98.176;98.362;
13:17:17;10.0;1659323838;99.355;99.178;98.119;98.302;
13:17:18;11.0;1659323840;99.344;99.165;98.134;98.303;
13:17:19;12.0;1659323841;99.311;99.125;98.116;98.268;
13:17:21;14.0;1659323842;99.314;99.159;98.058;98.236;
13:17:22;15.0;1659323843;99.303;99.169;97.977;98.141;
13:17:23;16.0;1659323844;99.303;99.15;97.915;98.094;
13:17:24;17.0;1659323845;99.262;99.098;97.941;98.074;
13:17:25;18.0;1659323846;99.251;99.049;97.923;98.096;
13:17:26;19.0;1659323848;99.221;99.034;97.904;98.103;
13:17:27;20.0;1659323849;99.198;99.05;97.841;98.115;
13:17:29;22.0;1659323850;99.192;99.047;97.814;98.044;
13:17:30;23.0;1659323851;99.175;99.026;97.81;97.994;
13:17:31;24.0;1659323852;99.196;98.986;97.789;97.893;
13:17:32;25.0;1659323853;99.14;98.946;97.673;97.894;
13:17:33;26.0;1659323854;99.108;98.909;97.595;97.887;
13:17:34;27.0;1659323856;99.067;98.876;97.542;97.849;
13:17:36;29.0;1659323857;99.062;98.852;97.571;97.797;
13:17:37;30.0;1659323858;99.062;98.852;97.571;97.774;
13:17:38;31.0;1659323859;99.089;98.868;97.533;97.775;
13:17:39;32.0;1659323860;99.119;98.843;97.482;97.74;
13:17:40;33.0;1659323862;99.122;98.806;97.374;97.664;
13:17:41;34.0;1659323863;99.066;98.788;97.37;97.615;
13:17:42;35.0;1659323864;99.029;98.798;97.319;97.575;
13:17:44;37.0;1659323865;98.979;98.807;97.318;97.513;
13:17:45;38.0;1659323866;98.965;98.783;97.223;97.457;
13:17:46;39.0;1659323867;98.933;98.747;97.189;97.42;
13:17:47;40.0;1659323868;98.919;98.716;97.137;97.421;
13:17:48;41.0;1659323869;98.914;98.701;97.14;97.382;
13:17:49;42.0;1659323871;98.835;98.665;97.079;97.335;
13:17:50;43.0;1659323872;98.812;98.632;97.065;97.326;
13:17:52;45.0;1659323873;98.771;98.556;96.979;97.341;
13:17:53;46.0;1659323874;98.801;98.531;96.974;97.366;
13:17:54;47.0;1659323875;98.784;98.516;96.912;97.313;
13:17:55;48.0;1659323876;98.755;98.52;96.922;97.257;
13:17:56;49.0;1659323877;98.747;98.489;96.878;97.198;
13:17:57;50.0;1659323878;98.747;98.452;96.833;97.158;
13:17:58;51.0;1659323880;98.697;98.459;96.831;97.175;
13:18:00;53.0;1659323881;98.671;98.469;96.856;97.135;
13:18:01;54.0;1659323882;98.664;98.439;96.81;97.134;
13:18:02;55.0;1659323883;98.67;98.402;96.781;97.033;
13:18:03;56.0;1659323884;98.635;98.357;96.725;97.023;
13:18:04;57.0;1659323885;98.615;98.351;96.721;96.976;
13:18:05;58.0;1659323887;98.621;98.324;96.645;96.939;
13:18:06;59.0;1659323888;98.657;98.339;96.606;96.911;
13:18:08;61.0;1659323889;98.608;98.328;96.541;96.843;
13:18:09;62.0;1659323890;98.573;98.316;96.524;96.823;
13:18:10;63.0;1659323891;98.492;98.294;96.439;96.765;
13:18:11;64.0;1659323892;98.434;98.258;96.445;96.8;
13:18:12;65.0;1659323893;98.382;98.228;96.369;96.748;
13:18:13;66.0;1659323895;98.342;98.182;96.342;96.672;
13:18:14;67.0;1659323896;98.336;98.165;96.27;96.587;
13:18:16;69.0;1659323897;98.346;98.156;96.249;96.574;
13:18:17;70.0;1659323898;98.315;98.162;96.196;96.608;
13:18:18;71.0;1659323899;98.263;98.147;96.174;96.627;
13:18:19;72.0;1659323900;98.211;98.105;96.12;96.622;
13:18:20;73.0;1659323901;98.211;98.081;96.068;96.561;
13:18:21;74.0;1659323902;98.183;98.054;96.021;96.497;
13:18:22;75.0;1659323904;98.163;98.011;96.046;96.454;
13:18:24;77.0;1659323905;98.143;97.95;96.046;96.459;
13:18:25;78.0;1659323906;98.126;97.92;96.051;96.399;
13:18:26;79.0;1659323907;98.081;97.924;96.015;96.367;
13:18:27;80.0;1659323908;98.053;97.921;95.975;96.292;
13:18:28;81.0;1659323909;97.998;97.878;95.941;96.293;
13:18:29;82.0;1659323911;97.952;97.848;95.921;96.267;
13:18:30;83.0;1659323912;97.923;97.855;95.924;96.253;
13:18:32;85.0;1659323913;97.913;97.858;95.86;96.236;
13:18:33;86.0;1659323914;97.922;97.849;95.787;96.224;
13:18:34;87.0;1659323915;97.842;97.801;95.807;96.204;
13:18:35;88.0;1659323916;97.851;97.792;95.781;96.19;
13:18:36;89.0;1659323917;97.797;97.756;95.765;96.147;
13:18:37;90.0;1659323919;97.79;97.748;95.62;96.115;
13:18:38;91.0;1659323920;97.761;97.694;95.65;96.078;
13:18:39;92.0;1659323921;97.692;97.676;95.603;96.076;
13:18:41;94.0;1659323922;97.641;97.649;95.643;96.054;
13:18:42;95.0;1659323923;97.584;97.643;95.571;96.031;
13:18:43;96.0;1659323924;97.599;97.616;95.553;95.962;
13:18:44;97.0;1659323925;97.533;97.592;95.443;95.922;
13:18:45;98.0;1659323926;97.471;97.59;95.385;95.897;
13:18:46;99.0;1659323927;97.382;97.572;95.33;95.911;
13:18:47;100.0;1659323929;97.406;97.517;95.334;95.88;
13:18:49;102.0;1659323930;97.409;97.472;95.304;95.832;
13:18:50;103.0;1659323931;97.401;97.454;95.247;95.804;
13:18:51;104.0;1659323932;97.394;97.416;95.206;95.825;
13:18:52;105.0;1659323933;97.395;97.38;95.169;95.816;
13:18:53;106.0;1659323934;97.387;97.362;95.117;95.773;
13:18:54;107.0;1659323936;97.356;97.363;95.101;95.689;
13:18:55;108.0;1659323937;97.278;97.354;95.013;95.646;
13:18:57;110.0;1659323938;97.256;97.325;94.97;95.635;
13:18:58;111.0;1659323939;97.222;97.295;94.855;95.657;
13:18:59;112.0;1659323940;97.171;97.234;94.847;95.609;
13:19:00;113.0;1659323941;97.149;97.198;94.813;95.558;
13:19:01;114.0;1659323942;97.106;97.172;94.83;95.492;
13:19:02;115.0;1659323944;97.081;97.172;94.8;95.478;
13:19:03;116.0;1659323945;97.013;97.154;94.761;95.42;
13:19:05;118.0;1659323946;96.954;97.176;94.712;95.39;
13:19:06;119.0;1659323947;96.967;97.143;94.679;95.382;
13:19:07;120.0;1659323948;96.965;97.116;94.668;95.375;
13:19:08;121.0;1659323949;96.919;97.061;94.608;95.341;
13:19:09;122.0;1659323950;96.914;97.053;94.549;95.243;
13:19:10;123.0;1659323951;96.855;97.035;94.533;95.195;
13:19:11;124.0;1659323953;96.878;97.02;94.509;95.21;
13:19:13;126.0;1659323954;96.839;96.994;94.486;95.237;
13:19:14;127.0;1659323955;96.837;96.991;94.446;95.221;
13:19:15;128.0;1659323956;96.82;96.934;94.384;95.158;
13:19:16;129.0;1659323957;96.752;96.92;94.314;95.087;
13:19:17;130.0;1659323958;96.718;96.881;94.23;95.05;
13:19:18;131.0;1659323960;96.639;96.879;94.166;94.985;
13:19:19;132.0;1659323961;96.617;96.852;94.137;94.951;
13:19:21;134.0;1659323962;96.547;96.841;94.103;94.943;
13:19:22;135.0;1659323963;96.542;96.82;94.097;94.962;
13:19:23;136.0;1659323964;96.512;96.814;94.093;94.879;
13:19:24;137.0;1659323965;96.514;96.788;94.077;94.849;
13:19:25;138.0;1659323966;96.475;96.749;94.074;94.787;
13:19:26;139.0;1659323968;96.421;96.701;94.051;94.777;
13:19:27;140.0;1659323969;96.387;96.674;94.053;94.701;
13:19:29;142.0;1659323970;96.35;96.684;94.022;94.647;
13:19:30;143.0;1659323971;96.322;96.672;94.005;94.628;
13:19:31;144.0;1659323972;96.258;96.615;93.895;94.557;
13:19:32;145.0;1659323973;96.225;96.595;93.835;94.564;
13:19:33;146.0;1659323974;96.201;96.545;93.79;94.501;
13:19:34;147.0;1659323975;96.182;96.53;93.807;94.494;
13:19:35;148.0;1659323977;96.148;96.467;93.737;94.469;
13:19:37;150.0;1659323978;96.135;96.435;93.653;94.455;
13:19:38;151.0;1659323979;96.113;96.397;93.576;94.414;
13:19:39;152.0;1659323980;96.105;96.362;93.574;94.338;
13:19:40;153.0;1659323981;96.08;96.341;93.541;94.322;
13:19:41;154.0;1659323982;96.076;96.332;93.507;94.323;
13:19:42;155.0;1659323983;96.036;96.315;93.474;94.298;
13:19:43;156.0;1659323985;96.003;96.295;93.479;94.222;
13:19:44;157.0;1659323986;95.99;96.271;93.496;94.157;
13:19:46;159.0;1659323987;95.959;96.254;93.47;94.101;
13:19:47;160.0;1659323988;95.932;96.209;93.441;94.128;
13:19:48;161.0;1659323989;95.924;96.198;93.37;94.118;
13:19:49;162.0;1659323991;95.939;96.165;93.374;94.133;
13:19:50;163.0;1659323992;95.951;96.151;93.269;94.13;
13:19:51;164.0;1659323993;95.901;96.109;93.267;94.078;
13:19:53;166.0;1659323994;95.861;96.062;93.178;94.01;
13:19:54;167.0;1659323995;95.839;96.062;93.193;93.935;
13:19:55;168.0;1659323996;95.793;96.033;93.085;93.938;
13:19:56;169.0;1659323997;95.718;96.01;93.004;93.917;
13:19:57;170.0;1659323998;95.608;95.966;92.907;93.862;
13:19:58;171.0;1659323999;95.609;95.9;92.864;93.795;
13:19:59;172.0;1659324001;95.594;95.892;92.862;93.765;
13:20:01;174.0;1659324002;95.595;95.833;92.812;93.764;
13:20:02;175.0;1659324003;95.537;95.831;92.82;93.751;
13:20:03;176.0;1659324004;95.526;95.81;92.792;93.729;
13:20:04;177.0;1659324005;95.499;95.793;92.81;93.662;
13:20:05;178.0;1659324007;95.466;95.788;92.747;93.613;
13:20:06;179.0;1659324008;95.422;95.764;92.729;93.58;
13:20:07;180.0;1659324009;95.378;95.762;92.701;93.561;
13:20:09;182.0;1659324010;95.373;95.697;92.667;93.534;
13:20:10;183.0;1659324011;95.349;95.656;92.604;93.487;
13:20:11;184.0;1659324012;95.339;95.635;92.55;93.443;
13:20:12;185.0;1659324013;95.306;95.615;92.548;93.384;
13:20:13;186.0;1659324015;95.242;95.586;92.554;93.3;
13:20:14;187.0;1659324016;95.212;95.553;92.475;93.274;
13:20:15;188.0;1659324017;95.179;95.536;92.458;93.278;
13:20:17;190.0;1659324018;95.193;95.527;92.345;93.291;
13:20:18;191.0;1659324019;95.166;95.507;92.371;93.255;
13:20:19;192.0;1659324020;95.151;95.534;92.293;93.193;
13:20:20;193.0;1659324021;95.121;95.544;92.312;93.169;
13:20:21;194.0;1659324022;95.082;95.487;92.294;93.168;
13:20:22;195.0;1659324024;95.005;95.419;92.265;93.152;
13:20:24;197.0;1659324025;94.961;95.354;92.248;93.152;
13:20:25;198.0;1659324026;94.923;95.358;92.234;93.155;
13:20:26;199.0;1659324027;94.935;95.356;92.226;93.156;
13:20:27;200.0;1659324028;94.872;95.321;92.181;93.079;
13:20:28;201.0;1659324029;94.875;95.315;92.135;93.004;
13:20:29;202.0;1659324031;94.848;95.277;92.075;92.964;
13:20:30;203.0;1659324032;94.835;95.298;92.074;92.934;
13:20:32;205.0;1659324033;94.778;95.26;92.015;92.901;
13:20:33;206.0;1659324034;94.748;95.266;91.936;92.828;
13:20:34;207.0;1659324035;94.718;95.252;91.914;92.812;
13:20:35;208.0;1659324036;94.655;95.234;91.847;92.8;
13:20:36;209.0;1659324038;94.606;95.191;91.858;92.801;
13:20:37;210.0;1659324039;94.555;95.138;91.812;92.745;
13:20:39;212.0;1659324040;94.506;95.144;91.823;92.704;
13:20:40;213.0;1659324041;94.445;95.138;91.801;92.683;
13:20:41;214.0;1659324042;94.413;95.109;91.755;92.707;
13:20:42;215.0;1659324043;94.413;95.066;91.734;92.689;
13:20:43;216.0;1659324044;94.397;95.022;91.703;92.629;
13:20:44;217.0;1659324045;94.403;94.999;91.671;92.557;
13:20:45;218.0;1659324046;94.371;94.955;91.57;92.511;
13:20:46;219.0;1659324048;94.324;94.95;91.516;92.495;
13:20:48;221.0;1659324049;94.269;94.933;91.46;92.493;
13:20:49;222.0;1659324050;94.24;94.931;91.473;92.454;
13:20:50;223.0;1659324051;94.213;94.878;91.454;92.402;
13:20:51;224.0;1659324052;94.175;94.826;91.425;92.311;
13:20:52;225.0;1659324053;94.148;94.782;91.391;92.274;
13:20:53;226.0;1659324054;94.099;94.726;91.358;92.267;
13:20:54;227.0;1659324056;94.085;94.7;91.348;92.229;
13:20:56;229.0;1659324057;94.05;94.674;91.306;92.205;
13:20:57;230.0;1659324058;94.024;94.719;91.297;92.137;
13:20:58;231.0;1659324059;93.987;94.719;91.26;92.141;
13:20:59;232.0;1659324060;93.974;94.699;91.22;92.092;
13:21:00;233.0;1659324061;93.928;94.62;91.13;92.034;
13:21:01;234.0;1659324063;93.89;94.606;91.101;92.016;
13:21:02;235.0;1659324064;93.859;94.595;91.113;92.011;
13:21:04;237.0;1659324065;93.855;94.636;91.097;92.064;
13:21:05;238.0;1659324066;93.839;94.598;91.059;92.036;
