Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
13:45:25;-2.0;1659325527;99.375;99.254;98.267;98.887;
13:45:26;-1.0;1659325527;99.363;99.229;98.272;98.853;
13:45:27;0.0;1659325528;99.369;99.244;98.282;98.832;
13:45:28;1.0;1659325530;99.434;99.207;98.337;98.845;
13:45:29;2.0;1659325531;99.457;99.229;98.321;98.842;
13:45:31;4.0;1659325532;99.478;99.22;98.31;98.855;
13:45:32;5.0;1659325533;99.437;99.239;98.287;98.837;
13:45:33;6.0;1659325534;99.401;99.227;98.27;98.794;
13:45:34;7.0;1659325535;99.387;99.199;98.302;98.792;
13:45:35;8.0;1659325536;99.378;99.221;98.228;98.768;
13:45:36;9.0;1659325538;99.393;99.202;98.193;98.766;
13:45:38;11.0;1659325539;99.405;99.209;98.117;98.712;
13:45:39;12.0;1659325540;99.379;99.165;98.118;98.638;
13:45:40;13.0;1659325541;99.364;99.159;98.071;98.596;
13:45:41;14.0;1659325542;99.337;99.125;98.085;98.576;
13:45:42;15.0;1659325543;99.322;99.16;98.052;98.583;
13:45:43;16.0;1659325544;99.341;99.154;98.029;98.538;
13:45:44;17.0;1659325546;99.323;99.17;97.995;98.512;
13:45:45;18.0;1659325547;99.341;99.083;97.938;98.491;
13:45:47;20.0;1659325548;99.317;99.068;97.939;98.489;
13:45:48;21.0;1659325549;99.335;99.012;97.874;98.432;
13:45:49;22.0;1659325550;99.309;98.994;97.828;98.372;
13:45:50;23.0;1659325551;99.315;98.961;97.776;98.322;
13:45:51;24.0;1659325552;99.315;98.949;97.757;98.317;
13:45:52;25.0;1659325554;99.342;98.986;97.799;98.306;
13:45:53;26.0;1659325555;99.292;98.975;97.807;98.293;
13:45:55;28.0;1659325556;99.268;98.972;97.733;98.197;
13:45:56;29.0;1659325557;99.239;98.929;97.664;98.105;
13:45:57;30.0;1659325558;99.257;98.948;97.634;98.108;
13:45:58;31.0;1659325559;99.231;98.902;97.594;98.088;
13:45:59;32.0;1659325560;99.202;98.89;97.552;98.108;
13:46:00;33.0;1659325562;99.19;98.847;97.453;98.026;
13:46:01;34.0;1659325563;99.185;98.881;97.471;98.003;
13:46:03;36.0;1659325564;99.185;98.839;97.391;97.947;
13:46:04;37.0;1659325565;99.224;98.805;97.369;97.957;
13:46:05;38.0;1659325566;99.238;98.753;97.286;97.919;
13:46:06;39.0;1659325567;99.221;98.728;97.215;97.863;
13:46:07;40.0;1659325568;99.153;98.729;97.172;97.774;
13:46:08;41.0;1659325569;99.083;98.742;97.156;97.763;
13:46:09;42.0;1659325571;99.042;98.736;97.136;97.769;
13:46:11;44.0;1659325572;99.013;98.693;97.134;97.746;
13:46:12;45.0;1659325573;99.019;98.671;97.087;97.729;
13:46:13;46.0;1659325574;99.023;98.656;97.109;97.704;
13:46:14;47.0;1659325575;99.003;98.648;97.034;97.672;
13:46:15;48.0;1659325576;99.006;98.648;96.984;97.571;
13:46:16;49.0;1659325578;98.994;98.645;96.905;97.516;
13:46:17;50.0;1659325579;98.983;98.643;96.874;97.484;
13:46:19;52.0;1659325580;98.942;98.6;96.908;97.497;
13:46:20;53.0;1659325581;98.928;98.551;96.908;97.483;
13:46:21;54.0;1659325582;98.893;98.542;96.931;97.484;
13:46:22;55.0;1659325583;98.903;98.505;96.844;97.464;
13:46:23;56.0;1659325584;98.865;98.508;96.785;97.455;
13:46:24;57.0;1659325585;98.883;98.478;96.706;97.405;
13:46:25;58.0;1659325587;98.839;98.469;96.682;97.394;
13:46:26;59.0;1659325588;98.819;98.485;96.703;97.36;
13:46:28;61.0;1659325589;98.834;98.464;96.693;97.32;
13:46:29;62.0;1659325590;98.808;98.449;96.716;97.249;
13:46:30;63.0;1659325591;98.797;98.4;96.665;97.187;
13:46:31;64.0;1659325592;98.753;98.373;96.638;97.21;
13:46:32;65.0;1659325593;98.753;98.349;96.567;97.226;
13:46:33;66.0;1659325595;98.742;98.307;96.501;97.215;
13:46:35;68.0;1659325596;98.713;98.273;96.43;97.121;
13:46:36;69.0;1659325597;98.708;98.261;96.378;97.054;
13:46:37;70.0;1659325598;98.691;98.221;96.361;97.031;
13:46:38;71.0;1659325599;98.624;98.228;96.316;96.979;
13:46:39;72.0;1659325601;98.601;98.171;96.28;96.95;
13:46:40;73.0;1659325602;98.555;98.193;96.217;96.895;
13:46:41;74.0;1659325603;98.555;98.162;96.185;96.919;
13:46:43;76.0;1659325604;98.547;98.132;96.136;96.899;
13:46:44;77.0;1659325605;98.572;98.12;96.116;96.888;
13:46:45;78.0;1659325606;98.531;98.096;96.142;96.832;
13:46:46;79.0;1659325607;98.479;98.127;96.119;96.83;
13:46:47;80.0;1659325608;98.47;98.081;96.122;96.798;
13:46:48;81.0;1659325610;98.442;98.066;96.042;96.821;
13:46:49;82.0;1659325611;98.445;98.024;96.081;96.793;
13:46:51;84.0;1659325612;98.361;98.018;96.025;96.805;
13:46:52;85.0;1659325613;98.379;97.994;95.956;96.75;
13:46:53;86.0;1659325614;98.318;97.979;95.851;96.698;
13:46:54;87.0;1659325615;98.31;97.967;95.853;96.685;
13:46:55;88.0;1659325616;98.264;97.943;95.868;96.656;
13:46:56;89.0;1659325617;98.267;97.922;95.84;96.668;
13:46:57;90.0;1659325619;98.247;97.901;95.793;96.612;
13:46:59;92.0;1659325620;98.236;97.932;95.756;96.578;
13:47:00;93.0;1659325621;98.204;97.901;95.738;96.482;
13:47:01;94.0;1659325622;98.224;97.868;95.672;96.418;
13:47:02;95.0;1659325623;98.24;97.808;95.68;96.384;
13:47:03;96.0;1659325624;98.168;97.79;95.574;96.405;
13:47:04;97.0;1659325626;98.093;97.775;95.596;96.388;
13:47:05;98.0;1659325627;98.041;97.751;95.541;96.375;
13:47:07;100.0;1659325628;98.051;97.73;95.573;96.335;
13:47:08;101.0;1659325629;98.013;97.731;95.529;96.333;
13:47:09;102.0;1659325630;97.947;97.722;95.458;96.281;
13:47:10;103.0;1659325631;97.919;97.726;95.453;96.288;
13:47:11;104.0;1659325632;97.902;97.695;95.45;96.224;
13:47:12;105.0;1659325634;97.911;97.665;95.488;96.216;
13:47:13;106.0;1659325635;97.874;97.604;95.457;96.162;
13:47:15;108.0;1659325636;97.821;97.556;95.386;96.151;
13:47:16;109.0;1659325637;97.766;97.517;95.332;96.14;
13:47:17;110.0;1659325638;97.744;97.545;95.295;96.1;
13:47:18;111.0;1659325639;97.747;97.561;95.228;96.092;
13:47:19;112.0;1659325640;97.739;97.564;95.165;96.055;
13:47:20;113.0;1659325641;97.748;97.51;95.104;96.07;
13:47:21;114.0;1659325643;97.748;97.472;95.103;96.051;
13:47:23;116.0;1659325644;97.725;97.442;95.09;96.034;
13:47:24;117.0;1659325645;97.662;97.433;95.043;95.967;
13:47:25;118.0;1659325646;97.622;97.421;95.008;95.935;
13:47:26;119.0;1659325647;97.565;97.415;94.97;95.91;
13:47:27;120.0;1659325648;97.551;97.382;94.961;95.894;
13:47:28;121.0;1659325649;97.529;97.364;94.896;95.88;
13:47:29;122.0;1659325651;97.518;97.344;94.893;95.849;
13:47:30;123.0;1659325652;97.508;97.326;94.885;95.838;
13:47:32;125.0;1659325653;97.479;97.29;94.868;95.833;
13:47:33;126.0;1659325654;97.456;97.257;94.838;95.798;
13:47:34;127.0;1659325655;97.425;97.215;94.784;95.799;
13:47:35;128.0;1659325656;97.411;97.179;94.735;95.77;
13:47:36;129.0;1659325658;97.412;97.152;94.62;95.777;
13:47:37;130.0;1659325659;97.375;97.143;94.547;95.737;
13:47:39;132.0;1659325660;97.327;97.134;94.526;95.662;
13:47:40;133.0;1659325661;97.287;97.102;94.537;95.646;
13:47:41;134.0;1659325662;97.245;97.069;94.569;95.626;
13:47:42;135.0;1659325663;97.217;97.054;94.551;95.633;
13:47:43;136.0;1659325664;97.186;97.031;94.539;95.593;
13:47:44;137.0;1659325665;97.193;97.022;94.431;95.585;
13:47:45;138.0;1659325667;97.174;96.998;94.411;95.551;
13:47:47;140.0;1659325668;97.163;97.013;94.337;95.546;
13:47:48;141.0;1659325669;97.103;97.002;94.367;95.492;
13:47:49;142.0;1659325670;97.084;96.966;94.279;95.463;
13:47:50;143.0;1659325671;97.064;96.922;94.232;95.447;
13:47:51;144.0;1659325672;97.044;96.895;94.167;95.428;
13:47:52;145.0;1659325674;96.988;96.862;94.16;95.406;
13:47:53;146.0;1659325675;96.948;96.811;94.136;95.383;
13:47:55;148.0;1659325676;96.947;96.764;94.111;95.326;
13:47:56;149.0;1659325677;96.913;96.743;94.114;95.325;
13:47:57;150.0;1659325678;96.882;96.749;94.068;95.315;
