AQUARESP VERSION 3  - Data file  -  it's Aquatic Respiration!!  KISS (Keep It Simple!!)
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1659316173
Flush time ,s: 180
Wait time, s: 5
Measurement time, s: 240
Mass of fish, kg: .03792
Volume respirometer, L: 1.5
Real volume (vresp - vfish) (neutrally bouyant), L: 1.46208
Salinity: 35
Temperature: 30.0
Oxygen solubilty, mg O2 / L: 6.16686676353

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2;SLOPE;Intercept;Pearson R;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;
2022-08-01 12:48:47;1.24916666667;1659322366;213.430954822;-0.0249337461316;99.2605581361;-0.998251187464;0.996505433274;5.18496695477e-255;0.000102875215114;240;96.2717451923;96.1435;93.496;99.121;5.625;6.16686676353;38.5569620253;1.24916666667;74.95;4497;0.0520486111111;
2022-08-01 12:55:52;1.36722222222;1659322791;169.069059673;-0.0197512353168;99.3761843086;-0.999148800314;0.998298325169;1.37886650868e-288;5.66783510733e-05;240;97.0221961722;97.081;94.631;99.185;4.554;6.16686676353;38.5569620253;1.36722222222;82.0333333333;4922;0.0569675925926;
2022-08-01 13:02:57;1.48527777778;1659323216;200.556333639;-0.0234296881265;99.5197224305;-0.99926566364;0.998531866529;8.34922133384e-294;6.25942878728e-05;240;96.7261826923;96.6395;94.073;99.301;5.228;6.16686676353;38.5569620253;1.48527777778;89.1166666667;5347;0.0618865740741;
2022-08-01 13:10:02;1.60333333333;1659323642;174.519385054;-0.0203879612758;99.3999702616;-0.99929651961;0.998593534104;1.00482464146e-295;5.33102130197e-05;240;96.9558653846;96.946;94.519;99.166;4.647;6.16686676353;38.5569620253;1.60333333333;96.2;5772;0.0668055555556;
2022-08-01 13:17:07;1.72138888889;1659324067;176.71077742;-0.0206439673504;99.5111160262;-0.998581363918;0.997164740364;2.30224753237e-264;7.66959646406e-05;240;97.0471394231;97.1295;94.595;99.209;4.614;6.16686676353;38.5569620253;1.72138888889;103.283333333;6197;0.071724537037;
2022-08-01 13:24:12;1.83944444444;1659324492;173.824142963;-0.0203067406778;99.5230505836;-0.997982076879;0.995968225772;8.18759559769e-250;8.98008423741e-05;240;97.0917799043;97.199;94.566;99.203;4.637;6.16686676353;38.5569620253;1.83944444444;110.366666667;6622;0.0766435185185;
2022-08-01 13:31:17;1.9575;1659324917;163.643846518;-0.0191174430555;99.4812132225;-0.998816022062;0.997633445927;9.2255160276e-274;6.47168466924e-05;240;97.20184689;97.205;94.755;99.304;4.549;6.16686676353;38.5569620253;1.9575;117.45;7047;0.0815625;
2022-08-01 13:38:22;2.07555555556;1659325342;156.427496075;-0.0182744039091;99.3551081285;-0.999331066537;0.998662580545;2.05314001688e-299;4.64817506296e-05;240;97.1620047847;97.123;94.982;99.188;4.206;6.16686676353;38.5569620253;2.07555555556;124.533333333;7472;0.0864814814815;
2022-08-01 13:45:27;2.19361111111;1659325767;149.584897207;-0.0174750277211;99.4384990224;-0.999129324315;0.998259406707;1.43210942396e-287;5.07177113754e-05;240;97.3401578947;97.382;95.225;99.239;4.014;6.16686676353;38.5569620253;2.19361111111;131.616666667;7897;0.091400462963;
2022-08-01 13:52:32;2.31166666667;1659326192;155.644616363;-0.0181829451795;99.4530412252;-0.998968686903;0.997938437412;2.6258431853e-281;5.73032097174e-05;240;97.2723;97.1985;95.203;99.439;4.236;6.16686676353;38.5569620253;2.31166666667;138.7;8322;0.0963194444444;
2022-08-01 13:59:37;2.42972222222;1659326617;159.890764797;-0.0186789950013;99.4875697918;-0.998063685042;0.9961311194;1.14642432248e-251;8.09101008904e-05;240;97.2613732057;97.334;94.978;99.285;4.307;6.16686676353;38.5569620253;2.42972222222;145.783333333;8747;0.101238425926;
2022-08-01 14:06:42;2.54777777778;1659327042;147.414960479;-0.0172215281689;99.4027356994;-0.997850002517;0.995704627523;5.75363178013e-247;7.86179410774e-05;240;97.3429090909;97.409;95.115;99.172;4.057;6.16686676353;38.5569620253;2.54777777778;152.866666667;9172;0.106157407407;
2022-08-01 14:13:47;2.66611111111;1659327467;144.316434666;-0.0168595476114;99.4354276828;-0.999170315038;0.998341318454;3.96366357379e-291;4.76492679932e-05;240;97.4146904762;97.446;95.388;99.253;3.865;6.16686676353;38.5569620253;2.66611111111;159.966666667;9598;0.111087962963;
2022-08-01 14:20:52;2.78416666667;1659327892;162.301247978;-0.0189605960265;99.5697533604;-0.996743765085;0.993498133236;2.47898020313e-228;0.000106611073815;240;97.3030095694;97.443;95.096;99.272;4.176;6.16686676353;38.5569620253;2.78416666667;167.05;10023;0.116006944444;
2022-08-01 14:27:57;2.90222222222;1659328317;145.452028664;-0.0169922116502;99.6791349177;-0.998106106497;0.996215799827;1.16028654132e-252;7.27905622765e-05;240;97.6455980861;97.676;95.469;99.596;4.127;6.16686676353;38.5569620253;2.90222222222;174.133333333;10448;0.120925925926;
2022-08-01 14:35:02;3.02027777778;1659328742;134.128893081;-0.0156694035867;99.4696453695;-0.998709664617;0.9974209942;6.74995298895e-270;5.53801592922e-05;240;97.5918660287;97.586;95.689;99.359;3.67;6.16686676353;38.5569620253;3.02027777778;181.216666667;10873;0.125844907407;
2022-08-01 14:42:08;3.13833333333;1659329167;139.380295894;-0.0162828907197;99.4727187965;-0.99901474129;0.998030453316;5.13764749087e-282;5.02756366098e-05;240;97.5239138756;97.489;95.657;99.522;3.865;6.16686676353;38.5569620253;3.13833333333;188.3;11298;0.130763888889;
2022-08-01 14:49:13;3.25638888889;1659329593;137.377112387;-0.0160488718584;99.581487838;-0.998749924514;0.997501411717;2.54313709037e-271;5.58277245143e-05;240;97.6693684211;97.725;95.758;99.429;3.671;6.16686676353;38.5569620253;3.25638888889;195.383333333;11723;0.13568287037;
2022-08-01 14:56:18;3.37444444444;1659330018;143.818227391;-0.0168013453056;99.7027494972;-0.998981657116;0.997964351253;3.47784613993e-279;5.2869396691e-05;240;97.6915961538;97.63;95.644;99.608;3.964;6.16686676353;38.5569620253;3.37444444444;202.466666667;12148;0.140601851852;
2022-08-01 15:03:23;3.4925;1659330443;142.287949528;-0.0166225729257;99.4988465547;-0.999183362891;0.998367392678;1.89252609392e-290;4.67206364266e-05;240;97.514;97.467;95.588;99.524;3.936;6.16686676353;38.5569620253;3.4925;209.55;12573;0.145520833333;
2022-08-01 15:10:28;3.61055555556;1659330868;147.331677411;-0.0172117987514;99.5840878949;-0.999364876808;0.998730156997;2.69777532807e-300;4.27605795313e-05;240;97.5257884615;97.489;95.606;99.482;3.876;6.16686676353;38.5569620253;3.61055555556;216.633333333;12998;0.150439814815;
2022-08-01 15:17:33;3.72861111111;1659331293;133.306116636;-0.015573283982;99.5815440312;-0.998010457246;0.996024872772;1.89286190981e-250;6.83810011802e-05;240;97.7231818182;97.783;95.742;99.438;3.696;6.16686676353;38.5569620253;3.72861111111;223.716666667;13423;0.155358796296;
2022-08-01 15:24:38;3.84666666667;1659331718;146.709926506;-0.0171391636491;99.6994140883;-0.997613623492;0.995232941776;2.77574961278e-242;8.24455671166e-05;240;97.6466507177;97.743;95.508;99.496;3.988;6.16686676353;38.5569620253;3.84666666667;230.8;13848;0.160277777778;
