AQUARESP VERSION 3  - Data file  -  it's Aquatic Respiration!!  KISS (Keep It Simple!!)
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1659316173
Flush time ,s: 180
Wait time, s: 5
Measurement time, s: 240
Mass of fish, kg: .03170
Volume respirometer, L: 1.5
Real volume (vresp - vfish) (neutrally bouyant), L: 1.4683
Salinity: 35
Temperature: 30.0
Oxygen solubilty, mg O2 / L: 6.16686676353

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2;SLOPE;Intercept;Pearson R;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;
2022-08-01 11:37:56;0.0683333333333;1659318116;193.730391814;-0.0188397508018;99.8321737213;-0.997682331655;0.995370034896;2.93932452847e-241;8.97418051607e-05;240;97.5825072464;97.697;95.246;99.572;4.326;6.16686676353;46.3186119874;0.0683333333333;4.1;246;0.00284722222222;
2022-08-01 11:45:01;0.186388888889;1659318541;221.105979354;-0.021501951825;99.7895868682;-0.997779598022;0.995564126229;3.64632528318e-243;0.000100243431315;240;97.2360483092;97.294;94.587;99.444;4.857;6.16686676353;46.3186119874;0.186388888889;11.1833333333;671;0.0077662037037;
2022-08-01 11:52:06;0.304444444444;1659318966;232.825033229;-0.0226415977658;99.8183444834;-0.997166169488;0.994340369571;1.43951622339e-234;0.000118726700487;240;97.114569378;97.237;94.282;99.471;5.189;6.16686676353;46.3186119874;0.304444444444;18.2666666667;1096;0.0126851851852;
2022-08-01 11:59:11;0.4225;1659319391;204.532350134;-0.0198902117079;99.7599277568;-0.998195513122;0.996394282417;7.81356082141e-255;8.31638283673e-05;240;97.3769090909;97.404;94.949;99.438;4.489;6.16686676353;46.3186119874;0.4225;25.35;1521;0.0176041666667;
2022-08-01 12:06:16;0.540555555556;1659319816;228.334980235;-0.0222049523913;99.7821085708;-0.997328825692;0.994664786557;4.3879845941e-236;0.000113306223291;240;97.1310721154;97.196;94.308;99.417;5.109;6.16686676353;46.3186119874;0.540555555556;32.4333333333;1946;0.0225231481481;
2022-08-01 12:13:21;0.658611111111;1659320241;192.748810943;-0.0187442947465;99.8350827775;-0.995396987796;0.990815163313;8.76641244614e-212;0.00012574041567;240;97.591625;97.7005;95.039;99.445;4.406;6.16686676353;46.3186119874;0.658611111111;39.5166666667;2371;0.0274421296296;
2022-08-01 12:20:26;0.776666666667;1659320666;187.260485939;-0.018210570149;99.704550059;-0.997710577656;0.995426396767;5.65053154548e-243;8.60031977746e-05;240;97.5144663462;97.458;95.422;99.384;3.962;6.16686676353;46.3186119874;0.776666666667;46.6;2796;0.0323611111111;
2022-08-01 12:27:31;0.895;1659321091;191.508258957;-0.0186236544584;99.7103450431;-0.99458108193;0.989191528533;1.73928401514e-205;0.000135307440354;241;97.4745263158;97.643;95.126;99.32;4.194;6.16686676353;46.3186119874;0.895;53.7;3222;0.0372916666667;
2022-08-01 12:34:36;1.01277777778;1659321516;199.866203142;-0.0194364416736;99.8685231802;-0.994399902879;0.988831166846;4.91698041018e-203;0.000143921599716;240;97.5350288462;97.713;95.055;99.413;4.358;6.16686676353;46.3186119874;1.01277777778;60.7666666667;3646;0.0421990740741;
2022-08-01 12:41:41;1.13111111111;1659321941;184.446410768;-0.0179369090344;99.6566920306;-0.994222973078;0.988479320196;1.2850096329e-202;0.000134591518241;241;97.506923445;97.682;95.282;99.283;4.001;6.16686676353;46.3186119874;1.13111111111;67.8666666667;4072;0.0471296296296;
2022-08-01 12:48:47;1.24916666667;1659322366;217.402809006;-0.0211418286358;99.6372510259;-0.996833859854;0.993677744152;1.72054571702e-228;0.000117495758757;240;97.1029759615;97.203;94.53;99.235;4.705;6.16686676353;46.3186119874;1.24916666667;74.95;4497;0.0520486111111;
2022-08-01 12:55:52;1.36722222222;1659322791;190.202515039;-0.0184966744333;99.4623189639;-0.999132085001;0.998264923279;1.03106858252e-287;5.35975472222e-05;240;97.2578516746;97.255;95.026;99.288;4.262;6.16686676353;46.3186119874;1.36722222222;82.0333333333;4922;0.0569675925926;
2022-08-01 13:02:57;1.48527777778;1659323216;218.048665632;-0.0212046364265;99.5500624201;-0.998960601337;0.997922283024;2.85972771678e-278;6.74127516172e-05;240;97.0218173077;96.937;94.575;99.4;4.825;6.16686676353;46.3186119874;1.48527777778;89.1166666667;5347;0.0618865740741;
2022-08-01 13:10:02;1.60333333333;1659323642;202.128296555;-0.0196564240718;99.7929516069;-0.989744789178;0.979594747705;4.49092170096e-176;0.000197659941924;240;97.4365432692;97.6555;94.771;99.331;4.56;6.16686676353;46.3186119874;1.60333333333;96.2;5772;0.0668055555556;
2022-08-01 13:17:07;1.72138888889;1659324067;255.584137796;-0.0248548584447;99.8781332488;-0.997050336633;0.994109373779;1.18135646621e-231;0.000133303432528;240;96.9115625;96.9595;93.839;99.405;5.566;6.16686676353;46.3186119874;1.72138888889;103.283333333;6197;0.071724537037;
2022-08-01 13:24:12;1.83944444444;1659324492;181.96084316;-0.0176951943819;99.774023201;-0.993700621694;0.987440925555;9.7333780417e-199;0.000138705416525;240;97.6554258373;97.76;95.395;99.415;4.02;6.16686676353;46.3186119874;1.83944444444;110.366666667;6622;0.0766435185185;
2022-08-01 13:31:17;1.9575;1659324917;193.583307534;-0.0188254472578;99.6329776087;-0.998722187143;0.997446007092;2.46160274147e-270;6.62102573211e-05;240;97.3884258373;97.443;95.148;99.387;4.239;6.16686676353;46.3186119874;1.9575;117.45;7047;0.0815625;
2022-08-01 13:38:22;2.07555555556;1659325342;165.826555978;-0.0161261790765;99.6630517875;-0.998482413866;0.9969671308;1.30598920847e-262;6.18205302368e-05;240;97.7277559809;97.735;95.797;99.496;3.699;6.16686676353;46.3186119874;2.07555555556;124.533333333;7472;0.0864814814815;
2022-08-01 13:45:27;2.19361111111;1659325767;208.598479952;-0.0202856317129;99.9115703994;-0.995329607978;0.990681028517;3.75863477248e-212;0.000136747826421;240;97.4757416268;97.551;95.022;99.478;4.456;6.16686676353;46.3186119874;2.19361111111;131.616666667;7897;0.091400462963;
2022-08-01 13:52:32;2.31166666667;1659326192;215.047263861;-0.0209127583123;99.7401558612;-0.997716467814;0.995438150147;1.96803326128e-245;9.81619108334e-05;240;97.2320190476;97.222;94.911;99.478;4.567;6.16686676353;46.3186119874;2.31166666667;138.7;8322;0.0963194444444;
2022-08-01 13:59:37;2.42972222222;1659326617;197.869650983;-0.0192422824363;99.8115598718;-0.998459420077;0.99692121354;6.18555709533e-262;7.43242913973e-05;240;97.5182296651;97.519;95.285;99.536;4.251;6.16686676353;46.3186119874;2.42972222222;145.783333333;8747;0.101238425926;
2022-08-01 14:06:42;2.54777777778;1659327042;203.553687622;-0.019795039455;99.8155138579;-0.996432787489;0.992878299984;3.07169401309e-224;0.000116523904223;240;97.4478755981;97.473;95.128;99.478;4.35;6.16686676353;46.3186119874;2.54777777778;152.866666667;9172;0.106157407407;
2022-08-01 14:13:47;2.66583333333;1659327467;202.29055455;-0.0196722032181;99.7916874048;-0.996912436598;0.993834406244;7.96355169401e-232;0.000107436480724;240;97.4338333333;97.3115;95.229;99.476;4.247;6.16686676353;46.3186119874;2.66583333333;159.95;9597;0.111076388889;
2022-08-01 14:20:52;2.78388888889;1659327892;172.719587203;-0.0167965075124;99.8070360608;-0.996427118503;0.992867002487;3.61934035992e-224;9.89519400537e-05;240;97.7990095694;97.759;95.784;99.482;3.698;6.16686676353;46.3186119874;2.78388888889;167.033333333;10022;0.11599537037;
2022-08-01 14:27:57;2.90194444444;1659328317;179.29608326;-0.017436053769;99.8289118511;-0.996182164357;0.992378904583;3.41882179695e-221;0.000106202065802;240;97.7422583732;97.797;95.645;99.474;3.829;6.16686676353;46.3186119874;2.90194444444;174.116666667;10447;0.120914351852;
2022-08-01 14:35:02;3.02;1659328742;185.367331848;-0.0180264660909;99.9013247355;-0.993953605589;0.987943770063;1.41720105168e-200;0.000138409235836;240;97.7410813397;97.769;95.467;99.487;4.02;6.16686676353;46.3186119874;3.02;181.2;10872;0.125833333333;
