AQUARESP VERSION 3  - Data file  -  it's Aquatic Respiration!!  KISS (Keep It Simple!!)
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1659316173
Flush time ,s: 180
Wait time, s: 5
Measurement time, s: 240
Mass of fish, kg: .02880
Volume respirometer, L: 1.5
Real volume (vresp - vfish) (neutrally bouyant), L: 1.4712
Salinity: 35
Temperature: 30.0
Oxygen solubilty, mg O2 / L: 6.16686676353

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2;SLOPE;Intercept;Pearson R;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;
2022-08-01 11:37:56;0.0683333333333;1659318116;368.716196143;-0.0325121672216;99.3599359874;-0.998840762954;0.997682869738;4.50249685491e-272;0.000109432912113;240;95.4776376812;95.466;91.857;99.524;7.667;6.16686676353;51.0833333333;0.0683333333333;4.1;246;0.00284722222222;
2022-08-01 11:45:01;0.186388888889;1659318541;313.220416869;-0.0276187340751;99.2636489844;-0.999725686205;0.999451447657;0.0;4.51913197436e-05;240;95.9836908213;95.977;92.676;99.282;6.606;6.16686676353;51.0833333333;0.186388888889;11.1833333333;671;0.0077662037037;
2022-08-01 11:52:06;0.304444444444;1659318966;338.551460571;-0.0298523412162;99.0184819716;-0.999543456381;0.999087121193;1.40082926631e-316;6.27188528321e-05;240;95.4536267943;95.478;91.997;99.097;7.1;6.16686676353;51.0833333333;0.304444444444;18.2666666667;1096;0.0126851851852;
2022-08-01 11:59:11;0.422777777778;1659319391;306.358110871;-0.0270136387675;99.0685144246;-0.999577874555;0.9991559273;4.20746303998e-320;5.4572168059e-05;240;95.8320478469;95.822;92.6;99.12;6.52;6.16686676353;51.0833333333;0.422777777778;25.3666666667;1522;0.0176157407407;
2022-08-01 12:06:16;0.540833333333;1659319816;306.792235842;-0.0270519184628;99.0900831307;-0.999684815844;0.999369731029;0.0;4.7333032261e-05;240;95.8603701923;95.9485;92.737;99.032;6.295;6.16686676353;51.0833333333;0.540833333333;32.45;1947;0.0225347222222;
2022-08-01 12:13:21;0.658888888889;1659320241;303.249792501;-0.0267395575969;98.9169340691;-0.999697155289;0.999394402293;0.0;4.58610783591e-05;240;95.7165432692;95.747;92.531;98.901;6.37;6.16686676353;51.0833333333;0.658888888889;39.5333333333;2372;0.0274537037037;
2022-08-01 12:20:26;0.776944444444;1659320666;314.02394539;-0.0276895865462;98.8886731128;-0.999725175895;0.999450427318;0.0;4.52391878876e-05;240;95.5586009615;95.632;92.255;98.803;6.548;6.16686676353;51.0833333333;0.776944444444;46.6166666667;2797;0.0323726851852;
2022-08-01 12:27:31;0.895;1659321091;289.520420209;-0.0255289472347;98.8409321295;-0.999700152111;0.999400394132;0.0;4.3462120552e-05;241;95.7761148325;95.739;92.729;98.732;6.003;6.16686676353;51.0833333333;0.895;53.7;3222;0.0372916666667;
2022-08-01 12:34:36;1.01305555556;1659321516;329.278813596;-0.029034710062;98.6233979792;-0.999222700833;0.99844600586;2.9113851602e-291;7.98079728609e-05;240;95.1375576923;95.0435;91.819;98.631;6.812;6.16686676353;51.0833333333;1.01305555556;60.7833333333;3647;0.0422106481481;
2022-08-01 12:41:41;1.13111111111;1659321941;334.576363966;-0.0295018304253;98.9399538293;-0.998573943226;0.99714992009;2.09772002167e-265;0.000109625624062;241;95.4041100478;95.492;91.964;98.585;6.621;6.16686676353;51.0833333333;1.13111111111;67.8666666667;4072;0.0471296296296;
2022-08-01 12:48:47;1.24916666667;1659322366;306.120934237;-0.0269927253211;98.5793250982;-0.999575867498;0.999151914884;2.36550726178e-318;5.47919911911e-05;240;95.3437019231;95.321;92.071;98.446;6.375;6.16686676353;51.0833333333;1.24916666667;74.95;4497;0.0520486111111;
2022-08-01 12:55:52;1.36722222222;1659322791;324.780482969;-0.0286380622361;98.8264712547;-0.998394420166;0.996791418219;4.44149072477e-260;0.000112930920283;240;95.4133349282;95.282;92.136;98.637;6.501;6.16686676353;51.0833333333;1.36722222222;82.0333333333;4922;0.0569675925926;
2022-08-01 13:02:57;1.48527777778;1659323216;311.363558805;-0.02745500251;98.9917887608;-0.996993576114;0.993996190813;8.38963707019e-231;0.000148665076283;240;95.7183076923;95.8565;92.297;98.628;6.331;6.16686676353;51.0833333333;1.48527777778;89.1166666667;5347;0.0618865740741;
2022-08-01 13:10:02;1.60333333333;1659323642;282.686206142;-0.02492632898;98.8273221784;-0.999353337032;0.998707092238;1.72271939261e-299;6.24869628987e-05;240;95.8391586538;95.866;92.99;98.687;5.697;6.16686676353;51.0833333333;1.60333333333;96.2;5772;0.0668055555556;
2022-08-01 13:17:07;1.72138888889;1659324067;315.633865563;-0.0278315439499;98.603667837;-0.999572863433;0.999145909312;4.8929890049e-318;5.66945386041e-05;240;95.2818125;95.3785;92.011;98.577;6.566;6.16686676353;51.0833333333;1.72138888889;103.283333333;6197;0.071724537037;
